frame,joint,x,y
69,hoof_front_right,1165,927
69,hoof_rear_left,818,887
69,hoof_rear_right,397,879
70,nose,1810,512
70,poll,1696,286
70,withers,1367,210
70,spine_1,1231,183
70,spine_2,1024,155
70,spine_3,847,152
70,hip,666,243
70,tail_base,574,181
70,knee_front_left,1437,707
70,knee_front_right,1163,725
70,hock_rear_left,662,619
70,hock_rear_right,455,588
70,hoof_front_left,1470,914
70,hoof_front_right,1130,922
70,hoof_rear_left,810,883
70,hoof_rear_right,389,873
71,nose,1808,512
71,poll,1687,280
71,withers,1377,214
71,spine_1,1250,185
71,spine_2,1048,163
71,spine_3,839,154
71,hip,678,245
71,tail_base,586,179
71,knee_front_left,1439,725
71,knee_front_right,1141,729
71,hock_rear_left,652,625
71,hock_rear_right,455,586
71,hoof_front_left,1500,927
71,hoof_front_right,1120,925
71,hoof_rear_left,796,883
71,hoof_rear_right,379,867
72,nose,1810,506
72,poll,1683,274
72,withers,1383,214
72,spine_1,1260,187
72,spine_2,1044,155
72,spine_3,853,152
72,hip,676,239
72,tail_base,586,159
72,knee_front_left,1424,715
72,knee_front_right,1137,727
72,hock_rear_left,637,639
72,hock_rear_right,461,582
72,hoof_front_left,1494,933
72,hoof_front_right,1116,922
72,hoof_rear_left,779,883
72,hoof_rear_right,381,861
73,nose,1811,501
73,poll,1687,278
73,withers,1385,220
73,spine_1,1254,181
73,spine_2,1046,155
73,spine_3,870,146
73,hip,678,237
73,tail_base,592,181
73,knee_front_left,1410,725
73,knee_front_right,1133,732
73,hock_rear_left,637,625
73,hock_rear_right,463,573
73,hoof_front_left,1476,933
73,hoof_front_right,1102,929
73,hoof_rear_left,765,875
73,hoof_rear_right,399,849
74,nose,1823,495
74,poll,1691,265
74,withers,1373,210
74,spine_1,1270,187
74,spine_2,1059,152
74,spine_3,857,138
74,hip,678,228
74,tail_base,584,159
74,knee_front_left,1393,742
74,knee_front_right,1100,738
74,hock_rear_left,607,616
74,hock_rear_right,504,567
74,hoof_front_left,1449,937
74,hoof_front_right,1067,920
74,hoof_rear_left,736,873
74,hoof_rear_right,453,855
75,nose,1821,487
75,poll,1687,261
75,withers,1363,208
75,spine_1,1239,177
75,spine_2,1054,146
75,spine_3,859,138
75,hip,672,226
75,tail_base,582,169
75,knee_front_left,1373,732
75,knee_front_right,1116,717
75,hock_rear_left,611,625
75,hock_rear_right,524,575
75,hoof_front_left,1418,920
75,hoof_front_right,1050,912
75,hoof_rear_left,713,869
75,hoof_rear_right,508,855
76,nose,1823,477
76,poll,1698,263
76,withers,1385,218
76,spine_1,1239,177
76,spine_2,1054,144
76,spine_3,878,132
76,hip,670,228
76,tail_base,586,165
76,knee_front_left,1367,734
76,knee_front_right,1096,729
76,hock_rear_left,629,627
76,hock_rear_right,545,569
76,hoof_front_left,1422,927
76,hoof_front_right,1048,908
76,hoof_rear_left,691,861
76,hoof_rear_right,574,861
77,nose,1825,485
77,poll,1702,261
77,withers,1391,208
77,spine_1,1244,171
77,spine_2,1036,146
77,spine_3,870,122
77,hip,664,230
77,tail_base,594,146
77,knee_front_left,1354,715
77,knee_front_right,1100,709
77,hock_rear_left,619,594
77,hock_rear_right,584,577
77,hoof_front_left,1400,920
77,hoof_front_right,1020,900
77,hoof_rear_left,695,861
77,hoof_rear_right,648,881
78,nose,1827,469
78,poll,1710,255
78,withers,1393,202
78,spine_1,1268,173
78,spine_2,1044,142
78,spine_3,880,124
78,hip,674,220
78,tail_base,574,146
78,knee_front_left,1346,725
78,knee_front_right,1108,719
78,hock_rear_left,580,582
78,hock_rear_right,629,596
78,hoof_front_left,1375,918
78,hoof_front_right,1001,892
78,hoof_rear_left,650,849
78,hoof_rear_right,703,885
79,nose,1825,465
79,poll,1712,259
79,withers,1385,198
79,spine_1,1262,165
79,spine_2,1071,132
79,spine_3,900,122
79,hip,672,216
79,tail_base,592,150
79,knee_front_left,1344,713
79,knee_front_right,1114,721
79,hock_rear_left,580,584
79,hock_rear_right,644,606
79,hoof_front_left,1367,916
79,hoof_front_right,1005,890
79,hoof_rear_left,650,859
79,hoof_rear_right,777,883
80,nose,1829,460
80,poll,1710,259
80,withers,1373,196
80,spine_1,1241,165
80,spine_2,1057,134
80,spine_3,872,122
80,hip,681,214
80,tail_base,574,136
80,knee_front_left,1320,723
80,knee_front_right,1137,736
80,hock_rear_left,574,590
80,hock_rear_right,679,616
80,hoof_front_left,1354,910
80,hoof_front_right,1011,875
80,hoof_rear_left,642,857
80,hoof_rear_right,826,887
81,nose,1827,463
81,poll,1700,241
81,withers,1400,194
81,spine_1,1262,159
81,spine_2,1071,132
81,spine_3,892,118
81,hip,685,214
81,tail_base,602,146
81,knee_front_left,1315,721
81,knee_front_right,1174,742
81,hock_rear_left,572,588
81,hock_rear_right,713,623
81,hoof_front_left,1336,912
81,hoof_front_right,1034,865
81,hoof_rear_left,629,859
81,hoof_rear_right,892,900
82,nose,1829,456
82,poll,1706,241
82,withers,1402,200
82,spine_1,1280,165
82,spine_2,1071,136
82,spine_3,888,122
82,hip,683,212
82,tail_base,609,134
82,knee_front_left,1311,725
82,knee_front_right,1219,738
82,hock_rear_left,555,588
82,hock_rear_right,740,635
82,hoof_front_left,1319,912
82,hoof_front_right,1077,863
82,hoof_rear_left,615,861
82,hoof_rear_right,915,900
83,nose,1837,467
83,poll,1722,259
83,withers,1416,196
83,spine_1,1260,161
83,spine_2,1065,126
83,spine_3,886,116
83,hip,664,216
83,tail_base,602,146
83,knee_front_left,1289,732
83,knee_front_right,1256,744
83,hock_rear_left,561,596
83,hock_rear_right,757,629
83,hoof_front_left,1309,906
83,hoof_front_right,1137,869
83,hoof_rear_left,596,851
83,hoof_rear_right,921,894
84,nose,1835,471
84,poll,1714,257
84,withers,1416,198
84,spine_1,1266,159
84,spine_2,1026,130
84,spine_3,867,115
84,hip,685,231
84,tail_base,615,159
84,knee_front_left,1280,725
84,knee_front_right,1297,738
84,hock_rear_left,545,584
84,hock_rear_right,748,635
84,hoof_front_left,1291,902
84,hoof_front_right,1206,885
84,hoof_rear_left,576,848
84,hoof_rear_right,923,900
85,nose,1839,479
85,poll,1726,261
85,withers,1433,200
85,spine_1,1264,155
85,spine_2,1094,130
85,spine_3,882,116
85,hip,676,222
85,tail_base,596,138
85,knee_front_left,1258,729
85,knee_front_right,1346,715
85,hock_rear_left,547,580
85,hock_rear_right,722,635
85,hoof_front_left,1243,863
85,hoof_front_right,1270,896
85,hoof_rear_left,563,855
85,hoof_rear_right,890,894
86,nose,1837,495
86,poll,1718,265
86,withers,1408,196
86,spine_1,1280,159
86,spine_2,1089,132
86,spine_3,894,115
86,hip,676,214
86,tail_base,588,150
86,knee_front_left,1244,717
86,knee_front_right,1367,701
86,hock_rear_left,545,567
86,hock_rear_right,724,635
86,hoof_front_left,1243,883
86,hoof_front_right,1328,898
86,hoof_rear_left,543,848
86,hoof_rear_right,888,894
87,nose,1839,485
87,poll,1730,270
87,withers,1418,194
87,spine_1,1295,159
87,spine_2,1106,132
87,spine_3,888,115
87,hip,687,224
87,tail_base,588,146
87,knee_front_left,1235,717
87,knee_front_right,1404,713
87,hock_rear_left,533,573
87,hock_rear_right,705,631
87,hoof_front_left,1243,900
87,hoof_front_right,1385,910
87,hoof_rear_left,533,848
87,hoof_rear_right,855,887
88,nose,1835,493
88,poll,1743,269
88,withers,1430,200
88,spine_1,1289,159
88,spine_2,1089,132
88,spine_3,909,126
88,hip,685,230
88,tail_base,588,155
88,knee_front_left,1227,738
88,knee_front_right,1437,717
88,hock_rear_left,524,569
88,hock_rear_right,691,629
88,hoof_front_left,1231,896
88,hoof_front_right,1443,924
88,hoof_rear_left,522,855
88,hoof_rear_right,859,892
89,nose,1852,499
89,poll,1734,274
89,withers,1428,194
89,spine_1,1289,163
89,spine_2,1089,132
89,spine_3,888,113
89,hip,678,222
89,tail_base,594,155
89,knee_front_left,1215,727
89,knee_front_right,1470,723
89,hock_rear_left,541,567
89,hock_rear_right,689,637
89,hoof_front_left,1221,900
89,hoof_front_right,1492,929
89,hoof_rear_left,510,851
89,hoof_rear_right,841,890
