frame,joint,x,y
69,hoof_rear_left,668,887
69,hoof_rear_right,377,881
70,nose,1753,694
70,poll,1704,411
70,withers,1379,167
70,spine_1,1052,72
70,spine_2,900,72
70,spine_3,678,97
70,hip,518,237
70,tail_base,463,142
70,knee_front_left,1377,707
70,knee_front_right,1104,711
70,hock_rear_left,541,614
70,hock_rear_right,422,594
70,hoof_front_left,1443,922
70,hoof_front_right,1089,931
70,hoof_rear_left,642,885
70,hoof_rear_right,407,883
71,nose,1757,701
71,poll,1712,409
71,withers,1363,169
71,spine_1,1063,85
71,spine_2,892,74
71,spine_3,668,89
71,hip,522,235
71,tail_base,467,146
71,knee_front_left,1359,713
71,knee_front_right,1096,725
71,hock_rear_left,531,625
71,hock_rear_right,459,596
71,hoof_front_left,1432,933
71,hoof_front_right,1063,939
71,hoof_rear_left,637,888
71,hoof_rear_right,477,894
72,nose,1753,699
72,poll,1714,419
72,withers,1367,157
72,spine_1,1065,74
72,spine_2,872,72
72,spine_3,674,109
72,hip,531,241
72,tail_base,453,144
72,knee_front_left,1352,715
72,knee_front_right,1079,727
72,hock_rear_left,541,629
72,hock_rear_right,477,604
72,hoof_front_left,1408,914
72,hoof_front_right,1040,937
72,hoof_rear_left,600,885
72,hoof_rear_right,529,898
73,nose,1747,697
73,poll,1706,419
73,withers,1371,169
73,spine_1,1071,83
73,spine_2,931,76
73,spine_3,691,93
73,hip,504,245
73,tail_base,467,155
73,knee_front_left,1334,707
73,knee_front_right,1083,729
73,hock_rear_left,526,616
73,hock_rear_right,494,627
73,hoof_front_left,1381,924
73,hoof_front_right,1038,933
73,hoof_rear_left,541,857
73,hoof_rear_right,588,906
74,nose,1741,692
74,poll,1708,413
74,withers,1371,165
74,spine_1,1046,74
74,spine_2,886,74
74,spine_3,674,83
74,hip,518,241
74,tail_base,455,154
74,knee_front_left,1324,719
74,knee_front_right,1075,742
74,hock_rear_left,502,621
74,hock_rear_right,543,651
74,hoof_front_left,1395,927
74,hoof_front_right,1013,933
74,hoof_rear_left,541,855
74,hoof_rear_right,656,912
75,nose,1753,690
75,poll,1720,409
75,withers,1371,165
75,spine_1,1067,79
75,spine_2,898,74
75,spine_3,681,83
75,hip,522,231
75,tail_base,455,148
75,knee_front_left,1328,723
75,knee_front_right,1067,742
75,hock_rear_left,502,621
75,hock_rear_right,545,649
75,hoof_front_left,1381,920
75,hoof_front_right,1018,933
75,hoof_rear_left,529,865
75,hoof_rear_right,666,918
76,nose,1749,684
76,poll,1712,401
76,withers,1356,155
76,spine_1,1044,70
76,spine_2,870,62
76,spine_3,678,93
76,hip,518,228
76,tail_base,469,152
76,knee_front_left,1324,734
76,knee_front_right,1091,740
76,hock_rear_left,500,612
76,hock_rear_right,566,641
76,hoof_front_left,1367,927
76,hoof_front_right,991,931
76,hoof_rear_left,565,885
76,hoof_rear_right,718,910
77,nose,1745,682
77,poll,1706,395
77,withers,1359,161
77,spine_1,1032,74
77,spine_2,878,70
77,spine_3,662,91
77,hip,522,241
77,tail_base,459,146
77,knee_front_left,1305,725
77,knee_front_right,1102,740
77,hock_rear_left,502,614
77,hock_rear_right,594,653
77,hoof_front_left,1348,920
77,hoof_front_right,999,925
77,hoof_rear_left,549,892
77,hoof_rear_right,767,914
78,nose,1753,684
78,poll,1708,403
78,withers,1365,159
78,spine_1,1024,68
78,spine_2,857,70
78,spine_3,672,95
78,hip,522,237
78,tail_base,455,155
78,knee_front_left,1299,719
78,knee_front_right,1128,727
78,hock_rear_left,485,616
78,hock_rear_right,637,653
78,hoof_front_left,1334,924
78,hoof_front_right,995,906
78,hoof_rear_left,559,888
78,hoof_rear_right,787,924
79,nose,1757,686
79,poll,1714,403
79,withers,1367,157
79,spine_1,1034,70
79,spine_2,868,66
79,spine_3,637,89
79,hip,498,251
79,tail_base,448,165
79,knee_front_left,1287,715
79,knee_front_right,1153,742
79,hock_rear_left,487,612
79,hock_rear_right,639,664
79,hoof_front_left,1313,924
79,hoof_front_right,1032,890
79,hoof_rear_left,518,890
79,hoof_rear_right,794,924
80,nose,1751,690
80,poll,1714,399
80,withers,1369,173
80,spine_1,1038,68
80,spine_2,855,62
80,spine_3,660,93
80,hip,508,239
80,tail_base,448,169
80,knee_front_left,1276,715
80,knee_front_right,1192,738
80,hock_rear_left,463,606
80,hock_rear_right,621,662
80,hoof_front_left,1289,924
80,hoof_front_right,1085,894
80,hoof_rear_left,510,888
80,hoof_rear_right,775,922
81,nose,1755,688
81,poll,1722,407
81,withers,1375,161
81,spine_1,1040,72
81,spine_2,884,60
81,spine_3,715,83
81,hip,504,255
81,tail_base,463,169
81,knee_front_left,1268,717
81,knee_front_right,1225,738
81,hock_rear_left,465,602
81,hock_rear_right,598,666
81,hoof_front_left,1280,910
81,hoof_front_right,1135,912
81,hoof_rear_left,483,883
81,hoof_rear_right,769,920
82,nose,1751,688
82,poll,1722,417
82,withers,1383,173
82,spine_1,1075,79
82,spine_2,882,72
82,spine_3,674,95
82,hip,498,243
82,tail_base,455,157
82,knee_front_left,1248,734
82,knee_front_right,1262,748
82,hock_rear_left,461,608
82,hock_rear_right,596,662
82,hoof_front_left,1274,920
82,hoof_front_right,1213,914
82,hoof_rear_left,477,890
82,hoof_rear_right,750,927
83,nose,1757,694
83,poll,1730,421
83,withers,1379,161
83,spine_1,1052,70
83,spine_2,886,70
83,spine_3,664,81
83,hip,504,253
83,tail_base,448,161
83,knee_front_left,1229,721
83,knee_front_right,1293,721
83,hock_rear_left,444,606
83,hock_rear_right,574,658
83,hoof_front_left,1221,894
83,hoof_front_right,1252,924
83,hoof_rear_left,471,888
83,hoof_rear_right,726,922
84,nose,1757,692
84,poll,1734,421
84,withers,1381,165
84,spine_1,1061,81
84,spine_2,894,79
84,spine_3,670,83
84,hip,506,249
84,tail_base,455,165
84,knee_front_left,1221,715
84,knee_front_right,1334,711
84,hock_rear_left,442,608
84,hock_rear_right,555,651
84,hoof_front_left,1248,920
84,hoof_front_right,1365,937
84,hoof_rear_left,455,888
84,hoof_rear_right,720,916
85,nose,1757,697
85,poll,1730,423
85,withers,1383,161
85,spine_1,1057,79
85,spine_2,898,74
85,spine_3,683,83
85,hip,504,230
85,tail_base,453,159
85,knee_front_left,1239,721
85,knee_front_right,1326,717
85,hock_rear_left,455,608
85,hock_rear_right,559,658
85,hoof_front_left,1229,914
85,hoof_front_right,1359,925
85,hoof_rear_left,463,883
85,hoof_rear_right,720,918
86,nose,1757,692
86,poll,1730,423
86,withers,1371,165
86,spine_1,1071,79
86,spine_2,917,74
86,spine_3,707,83
86,hip,496,237
86,tail_base,448,155
86,knee_front_left,1217,717
86,knee_front_right,1357,729
86,hock_rear_left,442,594
86,hock_rear_right,553,656
86,hoof_front_left,1215,918
86,hoof_front_right,1416,935
86,hoof_rear_left,430,879
86,hoof_rear_right,705,914
87,nose,1763,697
87,poll,1737,424
87,withers,1379,165
87,spine_1,1040,66
87,spine_2,880,66
87,spine_3,658,83
87,hip,518,231
87,tail_base,442,152
87,knee_front_left,1209,711
87,knee_front_right,1381,731
87,hock_rear_left,442,598
87,hock_rear_right,547,651
87,hoof_front_left,1207,918
87,hoof_front_right,1457,933
87,hoof_rear_left,422,877
87,hoof_rear_right,679,912
88,nose,1761,697
88,poll,1730,417
88,withers,1373,163
88,spine_1,1048,70
88,spine_2,902,66
88,spine_3,707,83
88,hip,510,218
88,tail_base,459,140
88,knee_front_left,1192,723
88,knee_front_right,1404,744
88,hock_rear_left,426,596
88,hock_rear_right,547,656
88,hoof_front_left,1198,916
88,hoof_front_right,1488,959
88,hoof_rear_left,405,875
88,hoof_rear_right,668,916
89,nose,1761,694
89,poll,1722,421
89,withers,1381,165
89,spine_1,1044,70
89,spine_2,880,70
89,spine_3,652,76
89,hip,496,216
89,tail_base,452,138
89,knee_front_left,1192,703
89,knee_front_right,1396,740
89,hock_rear_left,426,578
89,hock_rear_right,510,645
89,hoof_front_left,1186,910
89,hoof_front_right,1500,959
89,hoof_rear_left,393,875
89,hoof_rear_right,656,918
90,nose,1757,695
90,poll,1722,419
90,withers,1387,159
90,spine_1,1063,68
90,spine_2,859,60
90,spine_3,670,83
90,hip,514,210
90,tail_base,442,136
90,knee_front_left,1178,697
90,knee_front_right,1387,746
90,hock_rear_left,426,575
90,hock_rear_right,498,641
90,hoof_front_left,1167,914
90,hoof_front_right,1490,968
90,hoof_rear_left,395,863
90,hoof_rear_right,627,918
91,nose,1757,703
91,poll,1712,423
91,withers,1387,169
91,spine_1,1036,66
91,spine_2,853,58
91,spine_3,668,74
91,hip,500,202
91,tail_base,448,142
91,knee_front_left,1153,703
91,knee_front_right,1373,742
91,hock_rear_left,420,577
91,hock_rear_right,498,637
91,hoof_front_left,1143,914
91,hoof_front_right,1472,964
91,hoof_rear_left,393,859
91,hoof_rear_right,607,914
92,nose,1749,701
92,poll,1720,419
92,withers,1385,177
92,spine_1,1067,83
92,spine_2,855,66
92,spine_3,639,76
92,hip,516,210
92,tail_base,438,144
92,knee_front_left,1151,707
92,knee_front_right,1354,742
92,hock_rear_left,434,567
92,hock_rear_right,473,627
92,hoof_front_left,1116,896
92,hoof_front_right,1470,970
92,hoof_rear_left,399,848
92,hoof_rear_right,600,916
93,nose,1747,699
93,poll,1708,417
93,withers,1381,173
93,spine_1,1038,77
93,spine_2,865,66
93,spine_3,674,83
93,hip,492,220
93,tail_base,452,142
93,knee_front_left,1141,703
93,knee_front_right,1354,742
93,hock_rear_left,428,573
93,hock_rear_right,459,635
93,hoof_front_left,1094,906
93,hoof_front_right,1433,964
93,hoof_rear_left,432,849
93,hoof_rear_right,572,914
94,nose,1753,705
94,poll,1708,401
94,withers,1371,163
94,spine_1,1054,74
94,spine_2,876,62
94,spine_3,660,72
94,hip,502,231
94,tail_base,434,138
94,knee_front_left,1130,701
94,knee_front_right,1346,742
94,hock_rear_left,440,567
94,hock_rear_right,467,616
94,hoof_front_left,1085,906
94,hoof_front_right,1412,964
94,hoof_rear_left,473,855
94,hoof_rear_right,555,908
95,nose,1735,701
95,poll,1712,426
95,withers,1373,157
95,spine_1,1032,70
95,spine_2,845,66
95,spine_3,654,74
95,hip,489,210
95,tail_base,420,146
95,knee_front_left,1130,690
95,knee_front_right,1332,748
95,hock_rear_left,442,567
95,hock_rear_right,459,625
95,hoof_front_left,1089,910
95,hoof_front_right,1404,964
95,hoof_rear_left,457,853
95,hoof_rear_right,545,906
96,nose,1745,695
96,poll,1714,409
96,withers,1369,159
96,spine_1,1018,70
96,spine_2,872,58
96,spine_3,646,74
96,hip,490,220
96,tail_base,426,136
96,knee_front_left,1130,692
96,knee_front_right,1324,734
96,hock_rear_left,455,577
96,hock_rear_right,457,629
96,hoof_front_left,1075,906
96,hoof_front_right,1395,970
96,hoof_rear_left,518,842
96,hoof_rear_right,537,920
97,nose,1743,682
97,poll,1712,413
97,withers,1371,155
97,spine_1,1052,68
97,spine_2,884,56
97,spine_3,646,74
97,hip,483,233
97,tail_base,440,146
97,knee_front_left,1110,690
97,knee_front_right,1307,742
97,hock_rear_left,500,596
97,hock_rear_right,436,621
97,hoof_front_left,1057,908
97,hoof_front_right,1383,964
97,hoof_rear_left,566,848
97,hoof_rear_right,518,916
98,nose,1734,686
98,poll,1702,405
98,withers,1377,152
98,spine_1,1079,68
98,spine_2,886,48
98,spine_3,652,66
98,hip,485,204
98,tail_base,438,132
98,knee_front_left,1104,697
98,knee_front_right,1311,736
98,hock_rear_left,537,629
98,hock_rear_right,442,616
98,hoof_front_left,1032,896
98,hoof_front_right,1367,961
98,hoof_rear_left,613,842
98,hoof_rear_right,512,912
99,nose,1735,672
99,poll,1710,385
99,withers,1354,150
99,spine_1,1020,60
99,spine_2,835,46
99,spine_3,623,66
99,hip,473,208
99,tail_base,438,134
99,knee_front_left,1106,703
99,knee_front_right,1278,732
99,hock_rear_left,557,608
99,hock_rear_right,436,608
99,hoof_front_left,1024,887
99,hoof_front_right,1354,955
99,hoof_rear_left,685,869
99,hoof_rear_right,494,906
100,nose,1735,660
100,poll,1698,374
100,withers,1354,154
100,spine_1,1048,60
100,spine_2,855,44
100,spine_3,652,64
100,hip,473,206
100,tail_base,434,126
100,knee_front_left,1128,715
100,knee_front_right,1278,748
100,hock_rear_left,588,627
100,hock_rear_right,413,608
100,hoof_front_left,993,875
100,hoof_front_right,1319,955
100,hoof_rear_left,732,865
100,hoof_rear_right,469,902
101,nose,1728,645
101,poll,1700,376
101,withers,1350,140
101,spine_1,997,42
101,spine_2,806,50
101,spine_3,617,70
101,hip,477,200
101,tail_base,409,122
101,knee_front_left,1145,701
101,knee_front_right,1248,738
101,hock_rear_left,609,627
101,hock_rear_right,401,604
101,hoof_front_left,1018,877
101,hoof_front_right,1301,955
101,hoof_rear_left,771,873
101,hoof_rear_right,450,898
102,nose,1724,645
102,poll,1689,352
102,withers,1344,150
102,spine_1,1020,58
102,spine_2,845,37
102,spine_3,629,56
102,hip,469,210
102,tail_base,413,124
102,knee_front_left,1159,725
102,knee_front_right,1239,734
102,hock_rear_left,637,612
102,hock_rear_right,393,592
102,hoof_front_left,1024,861
102,hoof_front_right,1289,951
102,hoof_rear_left,812,875
102,hoof_rear_right,428,900
103,nose,1714,635
103,poll,1679,348
103,withers,1350,140
103,spine_1,1026,46
103,spine_2,843,33
103,spine_3,617,54
103,hip,459,196
103,tail_base,405,124
103,knee_front_left,1190,707
103,knee_front_right,1217,732
103,hock_rear_left,623,600
103,hock_rear_right,372,596
103,hoof_front_left,1075,848
103,hoof_front_right,1272,951
103,hoof_rear_left,837,879
103,hoof_rear_right,413,902
104,nose,1722,629
104,poll,1677,337
104,withers,1334,132
104,spine_1,1024,52
104,spine_2,833,35
104,spine_3,582,52
104,hip,459,204
104,tail_base,403,128
104,knee_front_left,1239,688
104,knee_front_right,1202,740
104,hock_rear_left,621,598
104,hock_rear_right,370,577
104,hoof_front_left,1106,849
104,hoof_front_right,1243,949
104,hoof_rear_left,810,879
104,hoof_rear_right,393,896
105,nose,1714,629
105,poll,1673,339
105,withers,1332,132
105,spine_1,1003,42
105,spine_2,808,31
105,spine_3,592,52
105,hip,469,202
105,tail_base,387,120
105,knee_front_left,1237,686
105,knee_front_right,1207,740
105,hock_rear_left,613,584
105,hock_rear_right,366,577
105,hoof_front_left,1114,848
105,hoof_front_right,1254,947
105,hoof_rear_left,806,877
105,hoof_rear_right,381,904
106,nose,1714,625
106,poll,1681,347
106,withers,1334,132
106,spine_1,1009,48
106,spine_2,796,38
106,spine_3,605,52
106,hip,477,196
106,tail_base,385,118
106,knee_front_left,1270,678
106,knee_front_right,1186,721
106,hock_rear_left,623,639
106,hock_rear_right,364,577
106,hoof_front_left,1153,855
106,hoof_front_right,1207,935
106,hoof_rear_left,777,877
106,hoof_rear_right,358,896
107,nose,1716,621
107,poll,1683,333
107,withers,1326,124
107,spine_1,1013,42
107,spine_2,796,38
107,spine_3,580,56
107,hip,461,208
107,tail_base,385,130
107,knee_front_left,1293,668
107,knee_front_right,1184,725
107,hock_rear_left,603,627
107,hock_rear_right,346,586
107,hoof_front_left,1235,838
107,hoof_front_right,1202,935
107,hoof_rear_left,761,875
107,hoof_rear_right,346,894
108,nose,1722,617
108,poll,1685,331
108,withers,1340,132
108,spine_1,1028,50
108,spine_2,841,40
108,spine_3,578,48
108,hip,463,200
108,tail_base,395,132
108,knee_front_left,1322,666
108,knee_front_right,1167,717
108,hock_rear_left,574,616
108,hock_rear_right,344,584
108,hoof_front_left,1289,855
108,hoof_front_right,1192,941
108,hoof_rear_left,750,881
108,hoof_rear_right,331,887
109,nose,1730,610
109,poll,1685,327
109,withers,1340,138
109,spine_1,1005,46
109,spine_2,826,37
109,spine_3,611,54
109,hip,452,200
109,tail_base,389,115
109,knee_front_left,1354,664
109,knee_front_right,1145,705
109,hock_rear_left,570,617
109,hock_rear_right,333,580
109,hoof_front_left,1336,873
109,hoof_front_right,1176,941
109,hoof_rear_left,736,871
109,hoof_rear_right,311,883
110,nose,1737,614
110,poll,1683,323
110,withers,1334,132
110,spine_1,1034,52
110,spine_2,829,40
110,spine_3,592,54
110,hip,457,196
110,tail_base,397,118
110,knee_front_left,1373,670
110,knee_front_right,1130,707
110,hock_rear_left,545,614
110,hock_rear_right,329,584
110,hoof_front_left,1404,887
110,hoof_front_right,1153,922
110,hoof_rear_left,709,871
110,hoof_rear_right,288,883
111,nose,1749,612
111,poll,1695,319
111,withers,1342,130
111,spine_1,1013,56
111,spine_2,816,42
111,spine_3,600,58
111,hip,463,210
111,tail_base,403,118
111,knee_front_left,1398,680
111,knee_front_right,1135,701
111,hock_rear_left,545,612
111,hock_rear_right,335,577
111,hoof_front_left,1459,894
111,hoof_front_right,1128,927
111,hoof_rear_left,707,875
111,hoof_rear_right,292,883
112,nose,1763,612
112,poll,1695,327
112,withers,1352,132
112,spine_1,991,50
112,spine_2,831,48
112,spine_3,629,58
112,hip,448,196
112,tail_base,399,105
112,knee_front_left,1416,692
112,knee_front_right,1130,699
112,hock_rear_left,537,616
112,hock_rear_right,331,577
112,hoof_front_left,1494,914
112,hoof_front_right,1135,933
112,hoof_rear_left,701,871
112,hoof_rear_right,268,887
113,nose,1769,608
113,poll,1714,331
113,withers,1354,146
113,spine_1,999,33
113,spine_2,824,42
113,spine_3,654,52
113,hip,492,192
113,tail_base,409,120
113,knee_front_left,1428,707
113,knee_front_right,1116,703
113,hock_rear_left,522,588
113,hock_rear_right,315,561
113,hoof_front_left,1511,908
113,hoof_front_right,1120,931
113,hoof_rear_left,678,875
113,hoof_rear_right,268,888
114,nose,1784,612
114,poll,1714,335
114,withers,1361,146
114,spine_1,1015,48
114,spine_2,810,42
114,spine_3,629,58
114,hip,475,208
114,tail_base,424,116
114,knee_front_left,1433,711
114,knee_front_right,1126,715
114,hock_rear_left,524,610
114,hock_rear_right,321,555
114,hoof_front_left,1527,918
114,hoof_front_right,1114,931
114,hoof_rear_left,674,875
114,hoof_rear_right,276,883
115,nose,1788,614
115,poll,1728,335
115,withers,1359,130
115,spine_1,1001,42
115,spine_2,835,42
115,spine_3,660,54
115,hip,479,206
115,tail_base,413,115
115,knee_front_left,1437,707
115,knee_front_right,1116,701
115,hock_rear_left,539,604
115,hock_rear_right,331,571
115,hoof_front_left,1519,914
115,hoof_front_right,1114,927
115,hoof_rear_left,679,877
115,hoof_rear_right,274,873
116,nose,1800,610
116,poll,1730,337
116,withers,1373,130
116,spine_1,1036,50
116,spine_2,847,46
116,spine_3,650,52
116,hip,508,189
116,tail_base,428,118
116,knee_front_left,1424,705
116,knee_front_right,1124,697
116,hock_rear_left,522,598
116,hock_rear_right,346,555
116,hoof_front_left,1508,906
116,hoof_front_right,1102,925
116,hoof_rear_left,656,869
116,hoof_rear_right,286,867
117,nose,1806,610
117,poll,1732,341
117,withers,1385,138
117,spine_1,1040,50
117,spine_2,884,46
117,spine_3,679,56
117,hip,504,200
117,tail_base,432,111
117,knee_front_left,1426,701
117,knee_front_right,1110,695
117,hock_rear_left,531,616
117,hock_rear_right,352,569
117,hoof_front_left,1500,906
117,hoof_front_right,1102,927
117,hoof_rear_left,650,867
117,hoof_rear_right,305,857
118,nose,1811,621
118,poll,1724,341
118,withers,1395,142
118,spine_1,1040,42
118,spine_2,837,44
118,spine_3,650,56
118,hip,522,196
118,tail_base,440,118
118,knee_front_left,1412,699
118,knee_front_right,1110,692
118,hock_rear_left,514,608
118,hock_rear_right,366,569
118,hoof_front_left,1486,910
118,hoof_front_right,1083,925
118,hoof_rear_left,637,869
118,hoof_rear_right,344,869
119,nose,1808,627
119,poll,1743,352
119,withers,1383,128
119,spine_1,1055,42
119,spine_2,886,46
119,spine_3,683,48
119,hip,520,200
119,tail_base,446,111
119,knee_front_left,1408,699
119,knee_front_right,1102,703
119,hock_rear_left,498,596
119,hock_rear_right,397,565
119,hoof_front_left,1472,916
119,hoof_front_right,1073,924
119,hoof_rear_left,627,871
119,hoof_rear_right,407,869
120,nose,1811,629
120,poll,1739,354
120,withers,1395,152
120,spine_1,1075,50
120,spine_2,888,46
120,spine_3,683,54
120,hip,496,202
120,tail_base,438,115
120,knee_front_left,1402,697
120,knee_front_right,1100,701
120,hock_rear_left,520,594
120,hock_rear_right,413,557
120,hoof_front_left,1465,910
120,hoof_front_right,1059,922
120,hoof_rear_left,609,869
120,hoof_rear_right,463,867
121,nose,1804,633
121,poll,1749,356
121,withers,1393,138
121,spine_1,1071,42
121,spine_2,931,33
121,spine_3,691,40
121,hip,506,196
121,tail_base,453,101
121,knee_front_left,1387,695
121,knee_front_right,1079,703
121,hock_rear_left,504,569
121,hock_rear_right,438,563
121,hoof_front_left,1465,920
121,hoof_front_right,1057,933
121,hoof_rear_left,602,869
121,hoof_rear_right,527,863
122,nose,1802,635
122,poll,1751,366
122,withers,1395,138
122,spine_1,1071,48
122,spine_2,900,38
122,spine_3,695,46
122,hip,526,204
122,tail_base,444,109
122,knee_front_left,1375,705
122,knee_front_right,1091,711
122,hock_rear_left,498,555
122,hock_rear_right,494,586
122,hoof_front_left,1443,914
122,hoof_front_right,1026,914
122,hoof_rear_left,522,832
122,hoof_rear_right,580,883
123,nose,1798,637
123,poll,1747,358
123,withers,1404,142
123,spine_1,1075,50
123,spine_2,907,40
123,spine_3,697,48
123,hip,531,200
123,tail_base,450,122
123,knee_front_left,1352,705
123,knee_front_right,1087,711
123,hock_rear_left,487,584
123,hock_rear_right,535,608
123,hoof_front_left,1418,914
123,hoof_front_right,1020,922
123,hoof_rear_left,578,867
123,hoof_rear_right,650,890
124,nose,1798,637
124,poll,1739,350
124,withers,1389,138
124,spine_1,1089,44
124,spine_2,915,40
124,spine_3,678,42
124,hip,512,196
124,tail_base,434,105
124,knee_front_left,1359,699
124,knee_front_right,1094,707
124,hock_rear_left,481,577
124,hock_rear_right,547,614
124,hoof_front_left,1412,918
124,hoof_front_right,1009,927
124,hoof_rear_left,576,875
124,hoof_rear_right,713,896
125,nose,1806,637
125,poll,1757,364
125,withers,1387,132
125,spine_1,1067,44
125,spine_2,913,38
125,spine_3,697,38
125,hip,533,192
125,tail_base,463,118
125,knee_front_left,1352,705
125,knee_front_right,1085,709
125,hock_rear_left,483,584
125,hock_rear_right,574,629
125,hoof_front_left,1412,916
125,hoof_front_right,1005,918
125,hoof_rear_left,545,875
125,hoof_rear_right,715,900
126,nose,1796,629
126,poll,1747,352
126,withers,1395,136
126,spine_1,1075,42
126,spine_2,886,37
126,spine_3,678,42
126,hip,520,194
126,tail_base,444,101
126,knee_front_left,1338,707
126,knee_front_right,1108,715
126,hock_rear_left,473,580
126,hock_rear_right,590,627
126,hoof_front_left,1391,910
126,hoof_front_right,997,914
126,hoof_rear_left,539,865
126,hoof_rear_right,769,900
127,nose,1798,625
127,poll,1743,356
127,withers,1379,128
127,spine_1,1071,46
127,spine_2,882,35
127,spine_3,658,42
127,hip,508,200
127,tail_base,453,115
127,knee_front_left,1334,701
127,knee_front_right,1139,721
127,hock_rear_left,477,580
127,hock_rear_right,623,625
127,hoof_front_left,1373,912
127,hoof_front_right,999,904
127,hoof_rear_left,514,869
127,hoof_rear_right,796,906
128,nose,1792,633
128,poll,1749,358
128,withers,1398,154
128,spine_1,1087,33
128,spine_2,845,31
128,spine_3,648,42
128,hip,527,228
128,tail_base,450,132
128,knee_front_left,1315,701
128,knee_front_right,1167,734
128,hock_rear_left,459,571
128,hock_rear_right,642,635
128,hoof_front_left,1354,910
128,hoof_front_right,1034,887
128,hoof_rear_left,512,873
128,hoof_rear_right,818,914
129,nose,1776,633
129,poll,1743,360
129,withers,1387,138
129,spine_1,1110,46
129,spine_2,925,31
129,spine_3,695,38
129,hip,531,202
129,tail_base,434,118
129,knee_front_left,1295,694
129,knee_front_right,1198,734
129,hock_rear_left,436,567
129,hock_rear_right,639,629
129,hoof_front_left,1338,910
129,hoof_front_right,1081,875
129,hoof_rear_left,490,877
129,hoof_rear_right,831,914
130,nose,1784,645
130,poll,1745,362
130,withers,1395,142
130,spine_1,1083,38
130,spine_2,884,33
130,spine_3,662,46
130,hip,510,206
130,tail_base,428,134
130,knee_front_left,1297,688
130,knee_front_right,1241,721
130,hock_rear_left,438,563
130,hock_rear_right,621,641
130,hoof_front_left,1324,914
130,hoof_front_right,1130,892
130,hoof_rear_left,471,867
130,hoof_rear_right,789,916
131,nose,1784,641
131,poll,1753,360
131,withers,1379,128
131,spine_1,1083,40
131,spine_2,911,29
131,spine_3,656,46
131,hip,531,220
131,tail_base,446,124
131,knee_front_left,1285,711
131,knee_front_right,1260,740
131,hock_rear_left,426,577
131,hock_rear_right,596,639
131,hoof_front_left,1311,914
131,hoof_front_right,1192,900
131,hoof_rear_left,452,875
131,hoof_rear_right,769,918
132,nose,1786,635
132,poll,1755,362
132,withers,1385,128
132,spine_1,1036,33
132,spine_2,905,29
132,spine_3,672,42
132,hip,500,220
132,tail_base,446,130
132,knee_front_left,1248,723
132,knee_front_right,1303,715
132,hock_rear_left,426,577
132,hock_rear_right,594,641
132,hoof_front_left,1244,892
132,hoof_front_right,1276,924
132,hoof_rear_left,434,865
132,hoof_rear_right,750,910
133,nose,1784,635
133,poll,1761,372
133,withers,1391,146
133,spine_1,1005,35
133,spine_2,868,29
133,spine_3,644,46
133,hip,496,210
133,tail_base,430,128
133,knee_front_left,1254,699
133,knee_front_right,1346,705
133,hock_rear_left,411,573
133,hock_rear_right,580,655
133,hoof_front_left,1262,902
133,hoof_front_right,1334,912
133,hoof_rear_left,411,875
133,hoof_rear_right,732,916
134,nose,1784,639
134,poll,1763,380
134,withers,1381,146
134,spine_1,1011,29
134,spine_2,892,23
134,spine_3,615,52
134,hip,496,206
134,tail_base,407,109
134,knee_front_left,1237,697
134,knee_front_right,1361,703
134,hock_rear_left,405,559
134,hock_rear_right,555,643
134,hoof_front_left,1244,908
134,hoof_front_right,1395,924
134,hoof_rear_left,397,869
134,hoof_rear_right,718,916
135,nose,1782,637
135,poll,1747,368
135,withers,1387,142
135,spine_1,1013,37
135,spine_2,810,31
135,spine_3,615,52
135,hip,492,191
135,tail_base,426,116
135,knee_front_left,1229,688
135,knee_front_right,1350,705
135,hock_rear_left,405,567
135,hock_rear_right,553,643
135,hoof_front_left,1243,914
135,hoof_front_right,1406,933
135,hoof_rear_left,405,869
135,hoof_rear_right,703,914
136,nose,1782,637
136,poll,1749,366
136,withers,1389,136
136,spine_1,1013,33
136,spine_2,853,31
136,spine_3,639,50
136,hip,500,210
136,tail_base,418,120
136,knee_front_left,1221,699
136,knee_front_right,1367,711
136,hock_rear_left,395,577
136,hock_rear_right,537,641
136,hoof_front_left,1227,914
136,hoof_front_right,1451,933
136,hoof_rear_left,366,869
136,hoof_rear_right,676,918
137,nose,1780,625
137,poll,1735,368
137,withers,1391,152
137,spine_1,1032,40
137,spine_2,872,33
137,spine_3,650,52
137,hip,483,200
137,tail_base,428,128
137,knee_front_left,1207,694
137,knee_front_right,1410,711
137,hock_rear_left,399,573
137,hock_rear_right,518,647
137,hoof_front_left,1206,906
137,hoof_front_right,1476,939
137,hoof_rear_left,348,871
137,hoof_rear_right,674,914
138,nose,1788,635
138,poll,1732,358
138,withers,1375,142
138,spine_1,1022,38
138,spine_2,806,37
138,spine_3,646,50
138,hip,490,194
138,tail_base,407,101
138,knee_front_left,1178,688
138,knee_front_right,1402,729
138,hock_rear_left,385,563
138,hock_rear_right,514,641
138,hoof_front_left,1188,912
138,hoof_front_right,1494,951
138,hoof_rear_left,346,869
138,hoof_rear_right,642,910
139,nose,1790,629
139,poll,1743,356
139,withers,1363,140
139,spine_1,1040,58
139,spine_2,831,40
139,spine_3,650,50
139,hip,490,212
139,tail_base,420,116
139,knee_front_left,1165,695
139,knee_front_right,1406,736
139,hock_rear_left,372,557
139,hock_rear_right,492,639
139,hoof_front_left,1172,916
